#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACKR2	CNR2	9606.ENSP00000416996	9606.ENSP00000363596	0	0	0.408	0	0.072	0	0	0.057	0.436
ACKR2	CCL7	9606.ENSP00000416996	9606.ENSP00000367832	0	0	0	0	0	0.292	0.500	0.868	0.949
ACKR2	GATA3	9606.ENSP00000416996	9606.ENSP00000368632	0	0	0	0	0	0	0	0.473	0.473
ACKR2	CCL25	9606.ENSP00000416996	9606.ENSP00000375086	0	0	0	0	0.044	0	0	0.999	0.999
ACKR2	CCL8	9606.ENSP00000416996	9606.ENSP00000378118	0	0	0	0	0	0.292	0	0.894	0.922
ACKR2	CCL26	9606.ENSP00000416996	9606.ENSP00000378365	0	0	0	0	0	0	0	0.499	0.499
ACKR2	CXCL1	9606.ENSP00000416996	9606.ENSP00000379110	0	0	0	0	0	0	0	0.454	0.454
ACKR2	CXCL12	9606.ENSP00000416996	9606.ENSP00000379140	0	0	0	0	0.042	0.046	0	0.900	0.900
ACKR2	IL6	9606.ENSP00000416996	9606.ENSP00000385675	0	0	0	0	0	0	0	0.527	0.527
ACKR2	CXCR4	9606.ENSP00000416996	9606.ENSP00000386884	0	0	0	0.817	0	0	0	0.643	0.643
ACKR2	CXCR6	9606.ENSP00000416996	9606.ENSP00000395704	0	0	0	0.770	0.047	0	0	0.415	0.418
ACKR2	CCL24	9606.ENSP00000416996	9606.ENSP00000400533	0	0	0	0	0	0	0	0.560	0.560
ACKR2	IL10	9606.ENSP00000416996	9606.ENSP00000412237	0	0	0	0	0	0	0	0.595	0.595
ACKR2	SLAMF1	9606.ENSP00000416996	9606.ENSP00000438406	0	0	0	0	0.042	0	0	0.504	0.504
ACKR2	CCL18	9606.ENSP00000416996	9606.ENSP00000479955	0	0	0	0	0	0	0	0.520	0.520
ACKR2	CCR3	9606.ENSP00000416996	9606.ENSP00000441600	0	0	0	0.836	0.047	0	0	0.548	0.551
ACKR2	CCL16	9606.ENSP00000416996	9606.ENSP00000478024	0	0	0	0	0.063	0	0	0.592	0.602
ACKR2	NCAM1	9606.ENSP00000416996	9606.ENSP00000480132	0	0	0	0	0	0.091	0	0.591	0.612
ACKR2	CCL14	9606.ENSP00000416996	9606.ENSP00000479097	0	0	0	0	0	0.292	0	0.611	0.713
ACKR2	CCL3L1	9606.ENSP00000416996	9606.ENSP00000480558	0	0	0	0	0.042	0	0.500	0.773	0.882
ACKR2	CCL4	9606.ENSP00000416996	9606.ENSP00000482259	0	0	0	0	0	0	0.500	0.866	0.930
ACKR2	CCL3	9606.ENSP00000416996	9606.ENSP00000477908	0	0	0	0	0	0	0.500	0.967	0.982
ACKR2	CCL5	9606.ENSP00000416996	9606.ENSP00000474412	0	0	0	0	0.062	0.292	0.500	0.961	0.985
ACKR3	CX3CL1	9606.ENSP00000272928	9606.ENSP00000006053	0	0	0	0	0.042	0	0.500	0.333	0.652
ACKR3	MIF	9606.ENSP00000272928	9606.ENSP00000215754	0	0	0	0	0.049	0	0	0.716	0.718
ACKR3	CCL2	9606.ENSP00000272928	9606.ENSP00000225831	0	0	0	0	0.068	0	0	0.400	0.417
ACKR3	CCL1	9606.ENSP00000272928	9606.ENSP00000225842	0	0	0	0	0	0	0.500	0.224	0.595
ACKR3	CCL13	9606.ENSP00000272928	9606.ENSP00000225844	0	0	0	0	0.044	0	0.500	0.461	0.720
ACKR3	CXCL6	9606.ENSP00000272928	9606.ENSP00000226317	0	0	0	0	0.058	0	0.500	0.175	0.577
ACKR3	CCR7	9606.ENSP00000272928	9606.ENSP00000246657	0	0	0.088	0.752	0.055	0	0.500	0.141	0.580
ACKR3	CCL21	9606.ENSP00000272928	9606.ENSP00000259607	0	0	0	0	0	0	0.500	0.816	0.904
ACKR3	CCL27	9606.ENSP00000272928	9606.ENSP00000259631	0	0	0	0	0	0	0.500	0.286	0.627
ACKR3	CCR4	9606.ENSP00000272928	9606.ENSP00000332659	0	0	0	0.753	0	0	0.500	0.046	0.502
ACKR3	VCAM1	9606.ENSP00000272928	9606.ENSP00000294728	0	0	0	0	0.072	0.098	0	0.468	0.515
ACKR3	CCL28	9606.ENSP00000272928	9606.ENSP00000354416	0	0	0	0	0	0	0.500	0.079	0.520
ACKR3	CCR8	9606.ENSP00000272928	9606.ENSP00000326432	0	0	0	0.744	0	0	0.500	0.110	0.536
ACKR3	CX3CR1	9606.ENSP00000272928	9606.ENSP00000351059	0	0	0	0.761	0.042	0	0.500	0.126	0.544
ACKR3	CCR10	9606.ENSP00000272928	9606.ENSP00000332504	0	0	0	0.753	0	0	0.500	0.131	0.547
ACKR3	CCR1	9606.ENSP00000272928	9606.ENSP00000296140	0	0	0	0.759	0	0	0.500	0.136	0.550
ACKR3	CCR9	9606.ENSP00000272928	9606.ENSP00000350256	0	0	0	0.723	0	0	0.500	0.140	0.551
ACKR3	CCR3	9606.ENSP00000272928	9606.ENSP00000441600	0	0	0	0.733	0	0	0.500	0.143	0.553
ACKR3	CCL16	9606.ENSP00000272928	9606.ENSP00000478024	0	0	0	0	0	0	0.500	0.154	0.559
ACKR3	CXCR6	9606.ENSP00000272928	9606.ENSP00000395704	0	0	0	0.692	0.044	0	0.500	0.152	0.559
ACKR3	CCR6	9606.ENSP00000272928	9606.ENSP00000343952	0	0	0	0.714	0	0	0.500	0.186	0.575
ACKR3	CXCL3	9606.ENSP00000272928	9606.ENSP00000296026	0	0	0	0	0.044	0	0.500	0.245	0.607
ACKR3	PPBP	9606.ENSP00000272928	9606.ENSP00000296028	0	0	0	0	0.043	0	0.500	0.276	0.623
ACKR3	CXCL2	9606.ENSP00000272928	9606.ENSP00000427279	0	0	0	0	0.056	0	0.500	0.277	0.628
ACKR3	CXCL5	9606.ENSP00000272928	9606.ENSP00000296027	0	0	0	0	0.044	0	0.500	0.300	0.636
ACKR3	PF4	9606.ENSP00000272928	9606.ENSP00000296029	0	0	0	0	0	0	0.500	0.318	0.644
ACKR3	CXCL13	9606.ENSP00000272928	9606.ENSP00000286758	0	0	0	0	0	0	0.500	0.337	0.654
ACKR3	CCL20	9606.ENSP00000272928	9606.ENSP00000351671	0	0	0	0	0.049	0	0.500	0.358	0.668
ACKR3	CXCL16	9606.ENSP00000272928	9606.ENSP00000293778	0	0	0	0	0	0	0.500	0.370	0.671
ACKR3	CCR2	9606.ENSP00000272928	9606.ENSP00000292301	0	0	0	0.737	0	0	0.500	0.371	0.672
ACKR3	CCL5	9606.ENSP00000272928	9606.ENSP00000474412	0	0	0	0	0.044	0	0.500	0.372	0.673
ACKR3	CXCL1	9606.ENSP00000272928	9606.ENSP00000379110	0	0	0	0	0.058	0	0.500	0.377	0.680
ACKR3	CCL25	9606.ENSP00000272928	9606.ENSP00000375086	0	0	0	0	0	0	0.500	0.410	0.692
ACKR3	CXCL8	9606.ENSP00000272928	9606.ENSP00000306512	0	0	0	0	0.054	0	0.500	0.406	0.694
ACKR3	CXCR1	9606.ENSP00000272928	9606.ENSP00000295683	0	0	0	0.790	0	0	0.500	0.422	0.698
ACKR3	CCL19	9606.ENSP00000272928	9606.ENSP00000308815	0	0	0	0	0.056	0	0.500	0.413	0.699
ACKR3	CXCR2	9606.ENSP00000272928	9606.ENSP00000319635	0	0	0	0.791	0	0	0.500	0.433	0.704
ACKR3	CCR5	9606.ENSP00000272928	9606.ENSP00000292303	0	0	0	0.743	0	0	0.500	0.443	0.709
ACKR3	CXCR5	9606.ENSP00000272928	9606.ENSP00000292174	0	0	0	0.733	0.042	0	0.500	0.446	0.711
ACKR3	CXCR3	9606.ENSP00000272928	9606.ENSP00000362795	0	0	0	0.768	0	0	0.500	0.481	0.729
ACKR3	CCL4	9606.ENSP00000272928	9606.ENSP00000482259	0	0	0	0	0.044	0	0.500	0.504	0.742
ACKR3	CXCL9	9606.ENSP00000272928	9606.ENSP00000354901	0	0	0	0	0	0	0.500	0.630	0.807
ACKR3	CXCL10	9606.ENSP00000272928	9606.ENSP00000305651	0	0	0	0	0	0	0.500	0.737	0.863
ACKR3	ARRB2	9606.ENSP00000272928	9606.ENSP00000403701	0	0	0	0	0	0.797	0	0.848	0.967
ACKR3	CXCR4	9606.ENSP00000272928	9606.ENSP00000386884	0	0	0	0.785	0.074	0.788	0.900	0.850	0.996
ACKR3	CXCL11	9606.ENSP00000272928	9606.ENSP00000306884	0	0	0	0	0	0	0.500	0.997	0.998
ACKR3	CXCL12	9606.ENSP00000272928	9606.ENSP00000379140	0	0	0	0	0.076	0.900	0.900	0.997	0.999
ACKR4	CCL22	9606.ENSP00000249887	9606.ENSP00000219235	0	0	0	0	0.059	0	0	0.940	0.941
ACKR4	CCL17	9606.ENSP00000249887	9606.ENSP00000219244	0	0	0	0	0.081	0	0	0.978	0.979
ACKR4	CCL2	9606.ENSP00000249887	9606.ENSP00000225831	0	0	0	0	0.073	0.287	0	0.739	0.812
ACKR4	CCL1	9606.ENSP00000249887	9606.ENSP00000225842	0	0	0	0	0	0	0.900	0.662	0.964
ACKR4	CCL13	9606.ENSP00000249887	9606.ENSP00000225844	0	0	0	0	0.120	0.287	0.900	0.651	0.975
ACKR4	CCR7	9606.ENSP00000249887	9606.ENSP00000246657	0	0	0	0.878	0.055	0	0.900	0.668	0.965
ACKR4	CCL11	9606.ENSP00000249887	9606.ENSP00000302234	0	0	0	0	0.131	0	0	0.350	0.412
ACKR4	CXCR2	9606.ENSP00000249887	9606.ENSP00000319635	0	0	0	0.832	0.048	0	0	0.419	0.423
ACKR4	IL10	9606.ENSP00000249887	9606.ENSP00000412237	0	0	0	0	0.049	0	0	0.422	0.427
ACKR4	CXCR1	9606.ENSP00000249887	9606.ENSP00000295683	0	0	0	0.811	0	0	0	0.436	0.436
ACKR4	CCR6	9606.ENSP00000249887	9606.ENSP00000343952	0	0	0	0.848	0	0	0	0.442	0.442
ACKR4	CXCR5	9606.ENSP00000249887	9606.ENSP00000292174	0	0	0	0.783	0.042	0	0	0.466	0.466
ACKR4	CCL23	9606.ENSP00000249887	9606.ENSP00000481357	0	0	0	0	0.056	0	0	0.460	0.468
ACKR4	CCR8	9606.ENSP00000249887	9606.ENSP00000326432	0	0	0	0.795	0	0	0	0.475	0.475
ACKR4	CCR3	9606.ENSP00000249887	9606.ENSP00000441600	0	0	0.086	0.786	0	0	0	0.456	0.481
ACKR4	CCL14	9606.ENSP00000249887	9606.ENSP00000479097	0	0	0.212	0	0.075	0	0	0.360	0.493
ACKR4	CCR1	9606.ENSP00000249887	9606.ENSP00000296140	0	0	0.101	0.799	0.042	0	0	0.463	0.497
ACKR4	CXCR4	9606.ENSP00000249887	9606.ENSP00000386884	0	0	0	0.814	0	0	0	0.518	0.518
ACKR4	CCL16	9606.ENSP00000249887	9606.ENSP00000478024	0	0	0	0	0.061	0	0	0.509	0.519
ACKR4	CCRL2	9606.ENSP00000249887	9606.ENSP00000349967	0	0	0	0.692	0.055	0	0	0.527	0.533
ACKR4	CXCL1	9606.ENSP00000249887	9606.ENSP00000379110	0	0	0	0	0	0	0	0.541	0.541
ACKR4	CCR5	9606.ENSP00000249887	9606.ENSP00000292303	0	0	0.107	0.800	0.085	0	0	0.493	0.549
ACKR4	ARRB2	9606.ENSP00000249887	9606.ENSP00000403701	0	0	0	0	0	0.108	0	0.516	0.550
ACKR4	CXCL16	9606.ENSP00000249887	9606.ENSP00000293778	0	0	0	0	0.044	0	0	0.569	0.570
ACKR4	CCR2	9606.ENSP00000249887	9606.ENSP00000292301	0	0	0.096	0.800	0	0	0	0.559	0.584
ACKR4	VCAM1	9606.ENSP00000249887	9606.ENSP00000294728	0	0	0	0	0.059	0.098	0	0.554	0.588
ACKR4	CXCL8	9606.ENSP00000249887	9606.ENSP00000306512	0	0	0	0	0	0	0	0.595	0.595
ACKR4	CCL28	9606.ENSP00000249887	9606.ENSP00000354416	0	0	0	0	0	0	0	0.601	0.601
ACKR4	CCL4	9606.ENSP00000249887	9606.ENSP00000482259	0	0	0	0	0.089	0	0	0.581	0.602
ACKR4	CXCR3	9606.ENSP00000249887	9606.ENSP00000362795	0	0	0	0.816	0.053	0.322	0	0.452	0.617
ACKR4	CCL3	9606.ENSP00000249887	9606.ENSP00000477908	0	0	0	0	0.072	0	0	0.617	0.630
ACKR4	CCL7	9606.ENSP00000249887	9606.ENSP00000367832	0	0	0	0	0.064	0.287	0	0.516	0.649
ACKR4	CXCL10	9606.ENSP00000249887	9606.ENSP00000305651	0	0	0	0	0.068	0	0	0.641	0.651
ACKR4	CXCL11	9606.ENSP00000249887	9606.ENSP00000306884	0	0	0	0	0.073	0	0	0.657	0.668
ACKR4	CXCL9	9606.ENSP00000249887	9606.ENSP00000354901	0	0	0	0	0.102	0	0	0.658	0.679
ACKR4	CXCL12	9606.ENSP00000249887	9606.ENSP00000379140	0	0	0	0	0.088	0.046	0	0.858	0.865
ACKR4	CCR9	9606.ENSP00000249887	9606.ENSP00000350256	0	0	0	0.873	0	0	0.900	0.283	0.925
ACKR4	CCL20	9606.ENSP00000249887	9606.ENSP00000351671	0	0	0	0	0	0	0	0.928	0.928
ACKR4	CCL5	9606.ENSP00000249887	9606.ENSP00000474412	0	0	0	0	0.077	0	0	0.938	0.940
ACKR4	CCL8	9606.ENSP00000249887	9606.ENSP00000378118	0	0	0	0	0.142	0.287	0.900	0.815	0.987
ACKR4	CXCL13	9606.ENSP00000249887	9606.ENSP00000286758	0	0	0	0	0.064	0.287	0	0.990	0.992
ACKR4	CCL27	9606.ENSP00000249887	9606.ENSP00000259631	0	0	0	0	0.044	0	0	0.998	0.998
ACKR4	CCL25	9606.ENSP00000249887	9606.ENSP00000375086	0	0	0	0	0.043	0.287	0.900	0.995	0.999
ACKR4	CCL21	9606.ENSP00000249887	9606.ENSP00000259607	0	0	0	0	0.084	0.287	0.900	0.997	0.999
ACKR4	CCL19	9606.ENSP00000249887	9606.ENSP00000308815	0	0	0	0	0.114	0.287	0.900	0.992	0.999
ADAM8	ITGB2	9606.ENSP00000453302	9606.ENSP00000380948	0	0	0	0	0.307	0	0	0.185	0.411
ADAM8	PTAFR	9606.ENSP00000453302	9606.ENSP00000442658	0	0	0	0	0.252	0	0	0.451	0.572
ADAM8	ITGB3	9606.ENSP00000453302	9606.ENSP00000452786	0	0	0	0	0.044	0	0.360	0.112	0.409
ADGRE2	ITGAV	9606.ENSP00000319883	9606.ENSP00000261023	0	0	0	0	0.066	0	0	0.443	0.458
ADGRE2	CXADR	9606.ENSP00000319883	9606.ENSP00000284878	0	0	0	0	0	0	0	0.588	0.588
ADGRE2	CCR5	9606.ENSP00000319883	9606.ENSP00000292303	0	0	0	0	0.093	0	0	0.447	0.477
ADGRE2	CCR1	9606.ENSP00000319883	9606.ENSP00000296140	0	0	0	0	0.218	0	0	0.296	0.426
ADGRE2	ITGB2	9606.ENSP00000319883	9606.ENSP00000380948	0	0	0	0	0.194	0	0	0.328	0.435
ADGRE2	LPAR1	9606.ENSP00000319883	9606.ENSP00000363553	0	0	0	0	0.073	0.165	0	0.963	0.969
AGTR1	MAPK1	9606.ENSP00000398832	9606.ENSP00000215832	0	0	0	0	0	0.292	0	0.228	0.430
AGTR1	C5	9606.ENSP00000398832	9606.ENSP00000223642	0	0	0	0	0.044	0	0.500	0.162	0.564
AGTR1	CCL2	9606.ENSP00000398832	9606.ENSP00000225831	0	0	0	0	0.068	0	0	0.572	0.584
AGTR1	KALRN	9606.ENSP00000398832	9606.ENSP00000240874	0	0	0	0	0.042	0	0.500	0	0.500
AGTR1	IL1B	9606.ENSP00000398832	9606.ENSP00000263341	0	0	0	0	0	0	0	0.568	0.568
AGTR1	WNT5A	9606.ENSP00000398832	9606.ENSP00000264634	0	0	0	0	0.074	0	0.400	0.092	0.451
AGTR1	APP	9606.ENSP00000398832	9606.ENSP00000284981	0	0	0	0	0	0	0.500	0.490	0.734
AGTR1	CCR2	9606.ENSP00000398832	9606.ENSP00000292301	0	0	0	0.771	0	0	0	0.474	0.474
AGTR1	VCAM1	9606.ENSP00000398832	9606.ENSP00000294728	0	0	0	0	0.074	0.098	0	0.474	0.522
AGTR1	PROK2	9606.ENSP00000398832	9606.ENSP00000295619	0	0	0	0	0	0	0.500	0	0.499
AGTR1	C3AR1	9606.ENSP00000398832	9606.ENSP00000302079	0	0	0	0.639	0.042	0	0.500	0.091	0.526
AGTR1	GPR37	9606.ENSP00000398832	9606.ENSP00000306449	0	0	0	0.570	0	0	0.500	0.135	0.549
AGTR1	CXCL8	9606.ENSP00000398832	9606.ENSP00000306512	0	0	0	0	0	0	0.650	0.404	0.782
AGTR1	XCR1	9606.ENSP00000398832	9606.ENSP00000310405	0	0	0	0.733	0	0	0.400	0.048	0.404
AGTR1	EDNRA	9606.ENSP00000398832	9606.ENSP00000315011	0	0	0	0.595	0.129	0	0.400	0.271	0.586
AGTR1	ARHGEF25	9606.ENSP00000398832	9606.ENSP00000335560	0	0	0	0	0.060	0	0.500	0.186	0.584
AGTR1	EDN3	9606.ENSP00000398832	9606.ENSP00000337128	0	0	0	0	0.044	0.134	0.500	0.459	0.746
AGTR1	TRIO	9606.ENSP00000398832	9606.ENSP00000339299	0	0	0	0	0	0	0.500	0	0.499
AGTR1	C5AR1	9606.ENSP00000398832	9606.ENSP00000347197	0	0	0	0.716	0	0	0.500	0.087	0.523
AGTR1	DPP4	9606.ENSP00000398832	9606.ENSP00000353731	0	0	0	0	0.086	0	0	0.420	0.447
AGTR1	XCL1	9606.ENSP00000398832	9606.ENSP00000356792	0	0	0	0	0	0	0.500	0	0.499
AGTR1	XCL2	9606.ENSP00000398832	9606.ENSP00000356793	0	0	0	0	0	0	0.500	0	0.499
AGTR1	OPN4	9606.ENSP00000398832	9606.ENSP00000361141	0	0	0	0.581	0.042	0	0.400	0	0.400
AGTR1	EDN2	9606.ENSP00000398832	9606.ENSP00000361668	0	0	0	0	0	0	0.500	0.432	0.704
AGTR1	CYSLTR1	9606.ENSP00000398832	9606.ENSP00000362401	0	0	0	0.729	0	0	0.400	0.073	0.420
AGTR1	LPAR1	9606.ENSP00000398832	9606.ENSP00000363553	0	0	0	0	0.064	0	0.400	0.241	0.537
AGTR1	ANXA1	9606.ENSP00000398832	9606.ENSP00000366109	0	0	0	0	0	0	0.500	0.116	0.539
AGTR1	EDNRB	9606.ENSP00000398832	9606.ENSP00000366416	0	0	0	0.605	0.107	0	0.400	0.214	0.542
AGTR1	EDN1	9606.ENSP00000398832	9606.ENSP00000368683	0	0	0	0	0	0.128	0.500	0.785	0.898
AGTR1	CXCL12	9606.ENSP00000398832	9606.ENSP00000379140	0	0	0	0	0.126	0.046	0	0.515	0.560
AGTR1	HRH1	9606.ENSP00000398832	9606.ENSP00000380247	0	0	0	0.569	0	0	0.400	0.395	0.621
AGTR1	SAA1	9606.ENSP00000398832	9606.ENSP00000384906	0	0	0	0	0.048	0	0.500	0.101	0.534
AGTR1	IL6	9606.ENSP00000398832	9606.ENSP00000385675	0	0	0	0	0.060	0	0	0.604	0.611
AGTR1	LTB4R2	9606.ENSP00000398832	9606.ENSP00000445772	0	0	0	0.647	0	0	0.400	0.051	0.406
AGTR1	FPR2	9606.ENSP00000398832	9606.ENSP00000468897	0	0	0	0.761	0.042	0	0.400	0.061	0.413
AGTR1	FFAR2	9606.ENSP00000398832	9606.ENSP00000473159	0	0	0	0.606	0	0	0.400	0.067	0.416
AGTR1	HCRTR2	9606.ENSP00000398832	9606.ENSP00000477548	0	0	0	0.611	0	0	0.400	0.085	0.427
AGTR1	IL10	9606.ENSP00000398832	9606.ENSP00000412237	0	0	0	0	0.043	0	0	0.433	0.434
AGTR1	PTAFR	9606.ENSP00000398832	9606.ENSP00000442658	0	0	0	0.701	0	0	0.400	0.110	0.443
AGTR1	FZD4	9606.ENSP00000398832	9606.ENSP00000434034	0	0	0	0	0.064	0	0.400	0.106	0.454
AGTR1	CCL23	9606.ENSP00000398832	9606.ENSP00000481357	0	0	0	0	0.044	0	0.500	0	0.501
AGTR1	RHOA	9606.ENSP00000398832	9606.ENSP00000400175	0	0	0	0	0	0.045	0	0.638	0.639
AGTR1	ARRB2	9606.ENSP00000398832	9606.ENSP00000403701	0	0	0	0	0	0.544	0.500	0.872	0.968
ALCAM	NGFR	9606.ENSP00000305988	9606.ENSP00000172229	0	0	0	0	0	0	0	0.614	0.614
ALCAM	LGALS3	9606.ENSP00000305988	9606.ENSP00000254301	0	0	0	0	0.047	0.475	0	0.561	0.761
ALCAM	PDGFRA	9606.ENSP00000305988	9606.ENSP00000257290	0	0	0	0	0.068	0	0	0.400	0.418
ALCAM	ITGAV	9606.ENSP00000305988	9606.ENSP00000261023	0	0	0	0	0.163	0	0	0.472	0.539
ALCAM	PDGFRB	9606.ENSP00000305988	9606.ENSP00000261799	0	0	0	0	0.068	0	0	0.450	0.465
ALCAM	FGF2	9606.ENSP00000305988	9606.ENSP00000264498	0	0	0	0	0.060	0	0	0.684	0.690
ALCAM	SEMA3C	9606.ENSP00000305988	9606.ENSP00000265361	0	0	0	0	0.083	0	0	0.447	0.471
ALCAM	NRP1	9606.ENSP00000305988	9606.ENSP00000265371	0	0	0	0	0.062	0	0	0.446	0.458
ALCAM	ERBB2	9606.ENSP00000305988	9606.ENSP00000269571	0	0	0	0	0	0.109	0	0.568	0.598
ALCAM	ITGA1	9606.ENSP00000305988	9606.ENSP00000282588	0	0	0	0	0.042	0.292	0	0.479	0.615
ALCAM	KIT	9606.ENSP00000305988	9606.ENSP00000288135	0	0	0	0	0.051	0	0	0.583	0.587
ALCAM	CCL11	9606.ENSP00000305988	9606.ENSP00000302234	0	0	0	0	0.095	0	0	0.430	0.462
ALCAM	IL10	9606.ENSP00000305988	9606.ENSP00000412237	0	0	0	0	0.104	0	0	0.369	0.410
