#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACE2	NCAM1	9606.ENSP00000389326	9606.ENSP00000480132	0	0	0	0	0	0	0	0.521	0.521
ACE2	FURIN	9606.ENSP00000389326	9606.ENSP00000483552	0	0	0	0	0	0	0	0.904	0.904
ACE2	AGTR1	9606.ENSP00000389326	9606.ENSP00000398832	0	0	0	0	0	0	0	0.996	0.996
AGTR1	CD4	9606.ENSP00000398832	9606.ENSP00000011653	0	0	0	0	0	0.091	0	0.370	0.402
AGTR1	CCL2	9606.ENSP00000398832	9606.ENSP00000225831	0	0	0	0	0.068	0	0	0.572	0.584
AGTR1	APOE	9606.ENSP00000398832	9606.ENSP00000252486	0	0	0	0	0	0	0	0.507	0.507
AGTR1	VAMP8	9606.ENSP00000398832	9606.ENSP00000263864	0	0	0	0	0	0	0.500	0	0.499
AGTR1	ICAM1	9606.ENSP00000398832	9606.ENSP00000264832	0	0	0	0	0	0	0	0.435	0.435
AGTR1	EGFR	9606.ENSP00000398832	9606.ENSP00000275493	0	0	0	0	0.072	0.048	0	0.669	0.682
AGTR1	ANPEP	9606.ENSP00000398832	9606.ENSP00000300060	0	0	0	0	0.067	0	0	0.603	0.614
AGTR1	GRK2	9606.ENSP00000398832	9606.ENSP00000312262	0	0	0	0	0	0.333	0.500	0.447	0.799
AGTR1	CAV1	9606.ENSP00000398832	9606.ENSP00000339191	0	0	0	0	0.072	0.424	0	0.352	0.623
AGTR1	DPP4	9606.ENSP00000398832	9606.ENSP00000353731	0	0	0	0	0.086	0	0	0.420	0.447
AGTR1	AVPR1B	9606.ENSP00000398832	9606.ENSP00000356094	0	0	0	0.582	0.055	0	0.400	0.258	0.542
AGTR1	EPS15	9606.ENSP00000398832	9606.ENSP00000360798	0	0	0	0	0	0	0.500	0.048	0.503
AGTR1	AVP	9606.ENSP00000398832	9606.ENSP00000369647	0	0	0	0	0	0	0.650	0.584	0.848
AGTR1	FURIN	9606.ENSP00000398832	9606.ENSP00000483552	0	0	0	0	0	0	0	0.433	0.433
AGTR1	HTR2A	9606.ENSP00000398832	9606.ENSP00000437737	0	0	0	0.581	0	0	0.400	0.116	0.446
AGTR1	LDLR	9606.ENSP00000398832	9606.ENSP00000454071	0	0	0	0	0	0	0.500	0.047	0.503
ANPEP	CD4	9606.ENSP00000300060	9606.ENSP00000011653	0	0	0	0	0.083	0	0	0.752	0.762
ANPEP	SCARB1	9606.ENSP00000300060	9606.ENSP00000261693	0	0	0	0	0.097	0	0	0.713	0.729
ANPEP	CD81	9606.ENSP00000300060	9606.ENSP00000263645	0	0	0	0	0.042	0.305	0	0.583	0.698
ANPEP	ICAM1	9606.ENSP00000300060	9606.ENSP00000264832	0	0	0	0	0.086	0	0	0.537	0.559
ANPEP	SCARB2	9606.ENSP00000300060	9606.ENSP00000264896	0	0	0	0	0.067	0	0	0.730	0.737
ANPEP	NRP1	9606.ENSP00000300060	9606.ENSP00000265371	0	0	0	0	0.062	0	0	0.393	0.406
ANPEP	EGFR	9606.ENSP00000300060	9606.ENSP00000275493	0	0	0	0	0.118	0	0	0.354	0.405
ANPEP	ITGA5	9606.ENSP00000300060	9606.ENSP00000293379	0	0	0	0	0.128	0	0	0.448	0.498
ANPEP	ITGA2	9606.ENSP00000300060	9606.ENSP00000296585	0	0	0	0	0.097	0	0	0.378	0.414
ANPEP	CD55	9606.ENSP00000300060	9606.ENSP00000356030	0	0	0	0	0.059	0	0	0.402	0.414
ANPEP	BSG	9606.ENSP00000300060	9606.ENSP00000333769	0	0	0	0	0.055	0.053	0	0.398	0.414
ANPEP	CD86	9606.ENSP00000300060	9606.ENSP00000332049	0	0	0	0	0.080	0	0	0.400	0.424
ANPEP	CXCR4	9606.ENSP00000300060	9606.ENSP00000386884	0	0	0	0	0	0	0	0.455	0.455
ANPEP	CTSB	9606.ENSP00000300060	9606.ENSP00000345672	0	0	0	0	0.132	0	0	0.397	0.455
ANPEP	CTSL	9606.ENSP00000300060	9606.ENSP00000345344	0	0	0	0	0.087	0	0	0.431	0.459
ANPEP	PHB	9606.ENSP00000300060	9606.ENSP00000479488	0	0	0	0	0	0.068	0	0.471	0.486
ANPEP	CLEC4G	9606.ENSP00000300060	9606.ENSP00000327599	0	0	0	0	0	0	0	0.488	0.488
ANPEP	ITGB3	9606.ENSP00000300060	9606.ENSP00000452786	0	0	0	0	0.109	0	0	0.571	0.601
ANPEP	GYPA	9606.ENSP00000300060	9606.ENSP00000354003	0	0	0	0	0	0	0	0.609	0.609
ANPEP	CR1	9606.ENSP00000300060	9606.ENSP00000356016	0	0	0	0	0.049	0	0	0.632	0.635
ANPEP	FURIN	9606.ENSP00000300060	9606.ENSP00000483552	0	0	0	0	0.097	0	0	0.622	0.644
ANPEP	CLEC4M	9606.ENSP00000300060	9606.ENSP00000316228	0	0	0	0	0	0	0	0.762	0.762
ANPEP	ITGB1	9606.ENSP00000300060	9606.ENSP00000379350	0	0	0	0	0.047	0	0	0.802	0.804
ANPEP	NCAM1	9606.ENSP00000300060	9606.ENSP00000480132	0	0	0	0	0	0	0	0.818	0.818
ANPEP	TFRC	9606.ENSP00000300060	9606.ENSP00000376197	0	0	0	0	0.051	0.086	0.116	0.807	0.832
ANPEP	DPP4	9606.ENSP00000300060	9606.ENSP00000353731	0	0	0	0	0.153	0.053	0	0.921	0.931
APOE	CD4	9606.ENSP00000252486	9606.ENSP00000011653	0	0	0	0	0.054	0	0	0.697	0.701
APOE	CCL2	9606.ENSP00000252486	9606.ENSP00000225831	0	0	0	0	0.125	0	0	0.721	0.746
APOE	CANX	9606.ENSP00000252486	9606.ENSP00000247461	0	0	0	0	0.043	0.161	0	0.428	0.500
APOE	NECTIN2	9606.ENSP00000252486	9606.ENSP00000252483	0	0	0	0	0.056	0	0	0.446	0.454
APOE	CLDN9	9606.ENSP00000252486	9606.ENSP00000398017	0	0	0	0	0.105	0	0	0.380	0.422
APOE	CD46	9606.ENSP00000252486	9606.ENSP00000313875	0	0	0	0	0	0.059	0	0.434	0.445
APOE	PTBP1	9606.ENSP00000252486	9606.ENSP00000349428	0	0	0	0	0	0	0	0.451	0.451
APOE	LAMP1	9606.ENSP00000252486	9606.ENSP00000333298	0	0	0	0	0.106	0	0	0.413	0.453
APOE	DPP4	9606.ENSP00000252486	9606.ENSP00000353731	0	0	0	0	0	0	0	0.454	0.454
APOE	AXL	9606.ENSP00000252486	9606.ENSP00000301178	0	0	0	0	0.056	0	0	0.446	0.456
APOE	TFRC	9606.ENSP00000252486	9606.ENSP00000376197	0	0	0	0	0.056	0.161	0	0.397	0.480
APOE	HAVCR1	9606.ENSP00000252486	9606.ENSP00000487363	0	0	0	0	0	0	0	0.486	0.485
APOE	PPIA	9606.ENSP00000252486	9606.ENSP00000419425	0	0	0	0	0.086	0	0	0.505	0.528
APOE	MRC1	9606.ENSP00000252486	9606.ENSP00000455897	0	0	0	0	0.066	0.059	0	0.511	0.533
APOE	CXCR4	9606.ENSP00000252486	9606.ENSP00000386884	0	0	0	0	0.055	0	0	0.552	0.558
APOE	CLDN1	9606.ENSP00000252486	9606.ENSP00000295522	0	0	0	0	0.062	0	0	0.563	0.573
APOE	ITGB1	9606.ENSP00000252486	9606.ENSP00000379350	0	0	0	0	0.065	0	0	0.576	0.586
APOE	FURIN	9606.ENSP00000252486	9606.ENSP00000483552	0	0	0	0	0	0	0	0.595	0.595
APOE	EGFR	9606.ENSP00000252486	9606.ENSP00000275493	0	0	0	0	0	0	0	0.608	0.608
APOE	VCP	9606.ENSP00000252486	9606.ENSP00000351777	0	0	0	0	0	0.162	0	0.568	0.622
APOE	CD81	9606.ENSP00000252486	9606.ENSP00000263645	0	0	0	0	0.110	0.070	0	0.626	0.663
APOE	IDE	9606.ENSP00000252486	9606.ENSP00000265986	0	0	0	0	0	0	0	0.667	0.667
APOE	NPC1	9606.ENSP00000252486	9606.ENSP00000269228	0	0	0	0	0.056	0	0	0.666	0.671
APOE	TP53	9606.ENSP00000252486	9606.ENSP00000269305	0	0	0	0	0	0	0	0.678	0.678
APOE	CTSB	9606.ENSP00000252486	9606.ENSP00000345672	0	0	0	0	0.148	0.063	0	0.654	0.699
APOE	GSK3B	9606.ENSP00000252486	9606.ENSP00000324806	0	0	0	0	0	0	0	0.703	0.703
APOE	DEK	9606.ENSP00000252486	9606.ENSP00000498653	0	0	0	0	0	0	0.750	0.063	0.755
APOE	CCR5	9606.ENSP00000252486	9606.ENSP00000292303	0	0	0	0	0.066	0	0	0.777	0.783
APOE	ICAM1	9606.ENSP00000252486	9606.ENSP00000264832	0	0	0	0	0.054	0	0	0.786	0.789
APOE	XPR1	9606.ENSP00000252486	9606.ENSP00000356562	0	0	0	0	0	0	0	0.794	0.794
APOE	SCARB2	9606.ENSP00000252486	9606.ENSP00000264896	0	0	0	0	0.102	0	0	0.784	0.797
APOE	CAV1	9606.ENSP00000252486	9606.ENSP00000339191	0	0	0	0	0	0	0	0.801	0.801
APOE	LDLR	9606.ENSP00000252486	9606.ENSP00000454071	0	0	0	0	0	0.617	0.540	0.160	0.839
APOE	PRMT1	9606.ENSP00000252486	9606.ENSP00000406162	0	0	0	0	0.044	0	0	0.887	0.887
APOE	SCARB1	9606.ENSP00000252486	9606.ENSP00000261693	0	0	0	0	0.107	0.115	0	0.963	0.968
ARL8B	VPS18	9606.ENSP00000479202	9606.ENSP00000220509	0	0	0	0	0.047	0.301	0	0.547	0.672
ARL8B	RAB7A	9606.ENSP00000479202	9606.ENSP00000265062	0	0	0	0.651	0.235	0.693	0	0.204	0.797
ARL8B	LAMP1	9606.ENSP00000479202	9606.ENSP00000333298	0	0	0	0	0.060	0.199	0	0.709	0.762
ATG16L1	VAMP8	9606.ENSP00000375873	9606.ENSP00000263864	0	0	0	0	0.043	0	0	0.479	0.480
ATG16L1	DDB1	9606.ENSP00000375873	9606.ENSP00000301764	0	0	0	0	0	0.054	0	0.398	0.406
ATG16L1	ATG16L2	9606.ENSP00000375873	9606.ENSP00000326340	0	0	0.097	0.873	0.047	0.307	0.900	0.113	0.937
ATG16L1	LAMP1	9606.ENSP00000375873	9606.ENSP00000333298	0	0	0	0	0	0	0	0.583	0.583
ATG16L1	ATG7	9606.ENSP00000375873	9606.ENSP00000346437	0	0	0	0	0	0	0.500	0.991	0.995
ATG16L1	UVRAG	9606.ENSP00000375873	9606.ENSP00000348455	0	0	0	0	0	0	0	0.761	0.761
ATG16L1	ATG5	9606.ENSP00000375873	9606.ENSP00000358072	0	0	0	0	0.122	0.999	0.900	0.999	0.999
ATG16L1	TFRC	9606.ENSP00000375873	9606.ENSP00000376197	0	0	0	0	0.087	0.226	0	0.223	0.402
ATG16L1	CALCOCO2	9606.ENSP00000375873	9606.ENSP00000398523	0	0	0	0	0	0.226	0	0.696	0.754
ATG16L2	UVRAG	9606.ENSP00000326340	9606.ENSP00000348455	0	0	0	0	0.042	0	0	0.466	0.467
ATG16L2	ATG7	9606.ENSP00000326340	9606.ENSP00000346437	0	0	0	0	0.062	0	0	0.688	0.695
ATG16L2	ATG5	9606.ENSP00000326340	9606.ENSP00000358072	0	0	0	0	0.122	0.934	0.900	0.868	0.999
ATG5	CD4	9606.ENSP00000358072	9606.ENSP00000011653	0	0	0	0	0	0	0	0.448	0.448
ATG5	CANX	9606.ENSP00000358072	9606.ENSP00000247461	0	0	0	0	0.050	0	0	0.464	0.469
ATG5	CHMP2B	9606.ENSP00000358072	9606.ENSP00000263780	0	0	0	0	0.127	0	0	0.362	0.419
ATG5	EIF2AK4	9606.ENSP00000358072	9606.ENSP00000263791	0	0	0	0	0.064	0	0	0.469	0.482
ATG5	VAMP8	9606.ENSP00000358072	9606.ENSP00000263864	0	0	0	0	0.049	0	0	0.573	0.577
ATG5	PIKFYVE	9606.ENSP00000358072	9606.ENSP00000264380	0	0	0	0	0.053	0	0	0.435	0.442
ATG5	RAB7A	9606.ENSP00000358072	9606.ENSP00000265062	0	0	0	0	0.054	0.072	0	0.448	0.473
ATG5	TP53	9606.ENSP00000358072	9606.ENSP00000269305	0	0	0	0	0	0	0	0.764	0.764
ATG5	EGFR	9606.ENSP00000358072	9606.ENSP00000275493	0	0	0	0	0.042	0	0	0.494	0.495
ATG5	CD209	9606.ENSP00000358072	9606.ENSP00000315477	0	0	0	0	0.084	0	0	0.375	0.403
ATG5	TRIM25	9606.ENSP00000358072	9606.ENSP00000323889	0	0	0	0	0.064	0	0.500	0.204	0.595
ATG5	GSK3B	9606.ENSP00000358072	9606.ENSP00000324806	0	0	0	0	0.055	0.071	0	0.436	0.461
ATG5	LAMP1	9606.ENSP00000358072	9606.ENSP00000333298	0	0	0	0	0.042	0	0	0.793	0.793
ATG5	CAV1	9606.ENSP00000358072	9606.ENSP00000339191	0	0	0	0	0	0.292	0	0.575	0.686
ATG5	CTSL	9606.ENSP00000358072	9606.ENSP00000345344	0	0	0	0	0	0	0	0.449	0.449
ATG5	CTSB	9606.ENSP00000358072	9606.ENSP00000345672	0	0	0	0	0.042	0	0	0.601	0.601
ATG5	ATG7	9606.ENSP00000358072	9606.ENSP00000346437	0	0	0	0	0.053	0.252	0.900	0.999	0.999
ATG5	UVRAG	9606.ENSP00000358072	9606.ENSP00000348455	0	0	0	0	0.049	0.088	0	0.844	0.853
ATG5	VCP	9606.ENSP00000358072	9606.ENSP00000351777	0	0	0	0	0.094	0.330	0	0.352	0.572
ATG5	RAB1A	9606.ENSP00000358072	9606.ENSP00000387286	0	0	0	0	0.113	0.091	0	0.376	0.452
ATG5	PHB	9606.ENSP00000358072	9606.ENSP00000479488	0	0	0	0	0.056	0	0	0.444	0.453
ATG5	VAPB	9606.ENSP00000358072	9606.ENSP00000417175	0	0	0	0	0.095	0	0	0.459	0.489
ATG5	HSP90AB1	9606.ENSP00000358072	9606.ENSP00000360609	0	0	0	0	0.049	0	0	0.492	0.496
ATG5	CALCOCO2	9606.ENSP00000358072	9606.ENSP00000398523	0	0	0	0	0.044	0.292	0	0.697	0.777
ATG5	BCL2L1	9606.ENSP00000358072	9606.ENSP00000365230	0	0	0	0	0.064	0.292	0	0.989	0.992
ATG7	CANX	9606.ENSP00000346437	9606.ENSP00000247461	0	0	0	0	0.072	0	0	0.404	0.423
ATG7	CHMP2B	9606.ENSP00000346437	9606.ENSP00000263780	0	0	0	0	0.049	0	0	0.399	0.404
ATG7	EIF2AK4	9606.ENSP00000346437	9606.ENSP00000263791	0.055	0	0	0	0.073	0.051	0	0.396	0.431
ATG7	VAMP8	9606.ENSP00000346437	9606.ENSP00000263864	0	0	0	0	0.056	0	0	0.551	0.559
ATG7	RAB7A	9606.ENSP00000346437	9606.ENSP00000265062	0	0	0	0	0.062	0.064	0	0.416	0.442
ATG7	TP53	9606.ENSP00000346437	9606.ENSP00000269305	0	0	0	0	0.048	0.292	0	0.874	0.907
ATG7	EGFR	9606.ENSP00000346437	9606.ENSP00000275493	0	0	0	0	0.042	0	0	0.432	0.433
ATG7	GSK3B	9606.ENSP00000346437	9606.ENSP00000324806	0	0	0	0	0.091	0.065	0	0.409	0.455
ATG7	LAMP1	9606.ENSP00000346437	9606.ENSP00000333298	0	0	0	0	0.049	0	0	0.736	0.738
ATG7	CTSL	9606.ENSP00000346437	9606.ENSP00000345344	0	0	0	0	0.090	0	0	0.420	0.450
ATG7	CTSB	9606.ENSP00000346437	9606.ENSP00000345672	0	0	0	0	0.097	0	0	0.546	0.573
ATG7	EIF3F	9606.ENSP00000346437	9606.ENSP00000431800	0.052	0	0	0	0.136	0.094	0.174	0.175	0.403
ATG7	VCP	9606.ENSP00000346437	9606.ENSP00000351777	0	0	0	0	0.075	0.044	0	0.413	0.437
ATG7	HSP90AB1	9606.ENSP00000346437	9606.ENSP00000360609	0	0	0	0	0.065	0.047	0	0.455	0.473
ATG7	PDCD6IP	9606.ENSP00000346437	9606.ENSP00000411825	0	0	0	0	0.108	0	0	0.462	0.500
ATG7	CALCOCO2	9606.ENSP00000346437	9606.ENSP00000398523	0	0	0	0	0.060	0.045	0	0.644	0.652
ATG7	BCL2L1	9606.ENSP00000346437	9606.ENSP00000365230	0	0	0	0	0.062	0.051	0	0.725	0.734
ATG7	UVRAG	9606.ENSP00000346437	9606.ENSP00000348455	0	0	0	0	0.083	0	0	0.890	0.895
AVP	VAMP8	9606.ENSP00000369647	9606.ENSP00000263864	0	0	0	0	0	0	0.500	0	0.499
AVP	GRK2	9606.ENSP00000369647	9606.ENSP00000312262	0	0	0	0	0.067	0	0.500	0.159	0.573
AVP	AVPR1B	9606.ENSP00000369647	9606.ENSP00000356094	0	0	0	0	0.057	0	0.900	0.955	0.995
AVP	HSP90AB1	9606.ENSP00000369647	9606.ENSP00000360609	0	0	0	0	0	0	0	0.450	0.450
AVP	EPS15	9606.ENSP00000369647	9606.ENSP00000360798	0	0	0	0	0	0	0.500	0	0.499
AVP	LDLR	9606.ENSP00000369647	9606.ENSP00000454071	0	0	0	0	0.063	0	0.500	0.047	0.514
AVPR1B	GRK2	9606.ENSP00000356094	9606.ENSP00000312262	0	0	0	0	0	0.097	0.500	0.108	0.562
AXL	CD4	9606.ENSP00000301178	9606.ENSP00000011653	0	0	0	0	0.047	0.081	0	0.585	0.604
AXL	CCL2	9606.ENSP00000301178	9606.ENSP00000225831	0	0	0	0	0.151	0	0	0.420	0.487
AXL	EFNB3	9606.ENSP00000301178	9606.ENSP00000226091	0	0	0	0	0.044	0.098	0	0.420	0.456
AXL	SCARB1	9606.ENSP00000301178	9606.ENSP00000261693	0	0	0	0	0.058	0	0	0.415	0.425
AXL	TYRO3	9606.ENSP00000301178	9606.ENSP00000263798	0	0	0	0.899	0.067	0.253	0	0.537	0.649
AXL	SCARB2	9606.ENSP00000301178	9606.ENSP00000264896	0	0	0	0	0.064	0	0	0.402	0.416
AXL	NRP1	9606.ENSP00000301178	9606.ENSP00000265371	0	0	0	0	0.218	0	0	0.371	0.487
AXL	TP53	9606.ENSP00000301178	9606.ENSP00000269305	0	0	0	0	0.051	0	0	0.517	0.522
AXL	EGFR	9606.ENSP00000301178	9606.ENSP00000275493	0	0	0	0.603	0.122	0.568	0	0.495	0.792
AXL	SIGLEC1	9606.ENSP00000301178	9606.ENSP00000341141	0	0	0	0	0.084	0.102	0	0.356	0.424
AXL	CD86	9606.ENSP00000301178	9606.ENSP00000332049	0	0	0	0	0.092	0	0	0.401	0.434
AXL	CAV1	9606.ENSP00000301178	9606.ENSP00000339191	0	0.001	0	0	0.267	0.046	0	0.265	0.441
AXL	CTBP2	9606.ENSP00000301178	9606.ENSP00000311825	0	0	0	0	0.057	0.058	0	0.450	0.469
AXL	BSG	9606.ENSP00000301178	9606.ENSP00000333769	0	0	0	0	0.042	0.081	0	0.470	0.492
AXL	CLEC4G	9606.ENSP00000301178	9606.ENSP00000327599	0	0	0	0	0.044	0.045	0	0.491	0.494
AXL	HSPA1B	9606.ENSP00000301178	9606.ENSP00000364801	0	0	0	0	0	0.482	0	0.135	0.533
AXL	DAG1	9606.ENSP00000301178	9606.ENSP00000442600	0	0	0	0	0.048	0	0	0.560	0.563
AXL	EPHA2	9606.ENSP00000301178	9606.ENSP00000351209	0	0	0	0.609	0.130	0.223	0	0.447	0.593
AXL	HSP90AB1	9606.ENSP00000301178	9606.ENSP00000360609	0	0	0	0	0.055	0.258	0	0.597	0.693
AXL	CD209	9606.ENSP00000301178	9606.ENSP00000315477	0	0	0	0	0.074	0.045	0	0.700	0.712
AXL	GAS6	9606.ENSP00000301178	9606.ENSP00000331831	0	0	0	0	0.162	0.962	0.900	0.999	0.999
BCL2L1	CD4	9606.ENSP00000365230	9606.ENSP00000011653	0	0	0	0	0.042	0.125	0	0.722	0.746
BCL2L1	GSK3A	9606.ENSP00000365230	9606.ENSP00000222330	0	0	0	0	0.067	0.292	0	0.383	0.557
BCL2L1	CCL2	9606.ENSP00000365230	9606.ENSP00000225831	0	0	0	0	0.047	0	0	0.454	0.457
BCL2L1	CD80	9606.ENSP00000365230	9606.ENSP00000264246	0	0	0	0	0	0.141	0	0.419	0.479
BCL2L1	ICAM1	9606.ENSP00000365230	9606.ENSP00000264832	0	0	0	0	0.047	0	0	0.479	0.482
BCL2L1	TP53	9606.ENSP00000365230	9606.ENSP00000269305	0	0	0	0	0.074	0.986	0	0.998	0.999
BCL2L1	EGFR	9606.ENSP00000365230	9606.ENSP00000275493	0	0	0	0	0.048	0	0	0.846	0.847
BCL2L1	DENR	9606.ENSP00000365230	9606.ENSP00000280557	0	0	0	0	0.057	0	0	0.715	0.719
BCL2L1	GSK3B	9606.ENSP00000365230	9606.ENSP00000324806	0	0	0	0	0.060	0.292	0	0.763	0.828
BCL2L1	SIVA1	9606.ENSP00000365230	9606.ENSP00000329213	0	0	0	0	0	0.516	0.900	0.820	0.990
BCL2L1	CD86	9606.ENSP00000365230	9606.ENSP00000332049	0	0	0	0	0.067	0	0	0.417	0.433
BCL2L1	BSG	9606.ENSP00000365230	9606.ENSP00000333769	0	0	0	0	0.393	0.125	0	0.203	0.539
BCL2L1	CAV1	9606.ENSP00000365230	9606.ENSP00000339191	0	0	0	0	0	0	0	0.491	0.491
BCL2L1	CTSL	9606.ENSP00000365230	9606.ENSP00000345344	0	0	0	0	0	0	0.900	0.230	0.919
BCL2L1	CTSB	9606.ENSP00000365230	9606.ENSP00000345672	0	0	0	0	0.075	0	0.900	0.388	0.938
BCL2L1	UVRAG	9606.ENSP00000365230	9606.ENSP00000348455	0	0	0	0	0.042	0	0	0.749	0.749
BCL2L1	CR2	9606.ENSP00000365230	9606.ENSP00000356024	0	0	0	0	0	0	0	0.468	0.468
BCL2L1	HSP90AB1	9606.ENSP00000365230	9606.ENSP00000360609	0	0	0	0	0.085	0	0	0.584	0.603
BCL2L1	TNFRSF4	9606.ENSP00000365230	9606.ENSP00000368538	0	0	0	0	0.042	0	0	0.414	0.414
BCL2L1	CXCR4	9606.ENSP00000365230	9606.ENSP00000386884	0	0	0	0	0	0	0	0.660	0.660
BCL2L1	CDK1	9606.ENSP00000365230	9606.ENSP00000378699	0	0	0	0	0.047	0.292	0	0.595	0.703
BICD1	GSK3A	9606.ENSP00000498700	9606.ENSP00000222330	0	0	0	0	0	0.428	0	0	0.428
BICD1	GALNT1	9606.ENSP00000498700	9606.ENSP00000269195	0	0	0	0	0.060	0	0.500	0	0.510
BICD1	GSK3B	9606.ENSP00000498700	9606.ENSP00000324806	0	0	0	0	0.042	0.345	0	0.134	0.409
BSG	CD4	9606.ENSP00000333769	9606.ENSP00000011653	0	0	0	0	0.044	0	0	0.448	0.449
BSG	CCL2	9606.ENSP00000333769	9606.ENSP00000225831	0	0	0	0	0.056	0.099	0	0.418	0.461
BSG	CANX	9606.ENSP00000333769	9606.ENSP00000247461	0	0	0	0	0.050	0.360	0	0.213	0.480
BSG	CD81	9606.ENSP00000333769	9606.ENSP00000263645	0	0	0	0	0.072	0.116	0	0.642	0.680
BSG	ICAM1	9606.ENSP00000333769	9606.ENSP00000264832	0	0	0	0	0.042	0	0	0.606	0.606
BSG	NRP1	9606.ENSP00000333769	9606.ENSP00000265371	0	0	0	0	0.047	0.080	0	0.703	0.716
BSG	TP53	9606.ENSP00000333769	9606.ENSP00000269305	0	0	0	0	0.065	0	0	0.721	0.727
BSG	EGFR	9606.ENSP00000333769	9606.ENSP00000275493	0	0	0	0	0.054	0.067	0	0.733	0.744
BSG	CD209	9606.ENSP00000333769	9606.ENSP00000315477	0	0	0	0	0	0.091	0	0.608	0.628
BSG	CLEC4M	9606.ENSP00000333769	9606.ENSP00000316228	0	0	0	0	0	0.091	0	0.644	0.662
BSG	CD55	9606.ENSP00000333769	9606.ENSP00000356030	0	0	0	0	0	0.091	0	0.371	0.403
BSG	CTSB	9606.ENSP00000333769	9606.ENSP00000345672	0	0	0	0	0.139	0.052	0	0.419	0.484
BSG	TFRC	9606.ENSP00000333769	9606.ENSP00000376197	0	0	0	0	0.067	0.210	0	0.445	0.555
BSG	MCTS1	9606.ENSP00000333769	9606.ENSP00000360365	0	0	0	0	0.049	0	0	0.589	0.592
BSG	SLC1A5	9606.ENSP00000333769	9606.ENSP00000444408	0	0	0	0	0.138	0	0	0.569	0.612
BSG	NCAM1	9606.ENSP00000333769	9606.ENSP00000480132	0	0	0	0	0	0	0	0.638	0.638
BSG	FURIN	9606.ENSP00000333769	9606.ENSP00000483552	0	0	0	0	0.146	0.052	0	0.612	0.659
